region_id,region,region_alias,province_id,province,city_id,city,barangay_id,barangay,population,province_cleaned,full_match_successful
14,CARAGA,REGION XIII,66,AGUSAN DEL NORTE,1293,BUENAVISTA,44530,EASTERN CABUL-AN,0,AGUSAN DEL NORTE,0
14,CARAGA,REGION XIII,66,AGUSAN DEL NORTE,1293,BUENAVISTA,44709,CANGAWA,0,AGUSAN DEL NORTE,0
14,CARAGA,REGION XIII,66,AGUSAN DEL NORTE,1293,BUENAVISTA,44823,OLD POBLACION,0,AGUSAN DEL NORTE,0
14,CARAGA,REGION XIII,66,AGUSAN DEL NORTE,1293,BUENAVISTA,44937,SAN MIGUEL,0,AGUSAN DEL NORTE,0
14,CARAGA,REGION XIII,66,AGUSAN DEL NORTE,1293,BUENAVISTA,44994,AGSANAYAN,0,AGUSAN DEL NORTE,0
14,CARAGA,REGION XIII,66,AGUSAN DEL NORTE,1293,BUENAVISTA,44999,DAGSA-AN,0,AGUSAN DEL NORTE,0
14,CARAGA,REGION XIII,66,AGUSAN DEL NORTE,1293,BUENAVISTA,45008,TANAG,0,AGUSAN DEL NORTE,0
14,CARAGA,REGION XIII,66,AGUSAN DEL NORTE,1293,BUENAVISTA,45046,TAMINLA,0,AGUSAN DEL NORTE,0
14,CARAGA,REGION XIII,66,AGUSAN DEL NORTE,1293,BUENAVISTA,45059,CANSILAYAN,0,AGUSAN DEL NORTE,0
14,CARAGA,REGION XIII,66,AGUSAN DEL NORTE,1293,BUENAVISTA,45118,DAIT,0,AGUSAN DEL NORTE,0
14,CARAGA,REGION XIII,66,AGUSAN DEL NORTE,1294,BUTUAN CITY,34158,AGAO  (BGY. 3),862,AGUSAN DEL NORTE,0
14,CARAGA,REGION XIII,66,AGUSAN DEL NORTE,1294,BUTUAN CITY,34159,AGUSAN PEQUE_O,4865,AGUSAN DEL NORTE,0
14,CARAGA,REGION XIII,66,AGUSAN DEL NORTE,1294,BUTUAN CITY,34212,NEW SOCIETY VILLAGE  (BGY. 26),1128,AGUSAN DEL NORTE,0
14,CARAGA,REGION XIII,66,AGUSAN DEL NORTE,1294,BUTUAN CITY,34189,GOLDEN RIBBON  (BGY. 2),4484,AGUSAN DEL NORTE,0
14,CARAGA,REGION XIII,66,AGUSAN DEL NORTE,1294,BUTUAN CITY,34190,DAGOHOY  (BGY. 7),1365,AGUSAN DEL NORTE,0
14,CARAGA,REGION XIII,66,AGUSAN DEL NORTE,1294,BUTUAN CITY,34191,JOSE RIZAL  (BGY. 25),5327,AGUSAN DEL NORTE,0
14,CARAGA,REGION XIII,66,AGUSAN DEL NORTE,1294,BUTUAN CITY,34192,HOLY REDEEMER  (BGY. 23),6813,AGUSAN DEL NORTE,0
14,CARAGA,REGION XIII,66,AGUSAN DEL NORTE,1294,BUTUAN CITY,34193,HUMABON  (BGY. 11),157,AGUSAN DEL NORTE,0
14,CARAGA,REGION XIII,66,AGUSAN DEL NORTE,1294,BUTUAN CITY,34195,LAPU-LAPU  (BGY. 8),1132,AGUSAN DEL NORTE,0
14,CARAGA,REGION XIII,66,AGUSAN DEL NORTE,1294,BUTUAN CITY,34199,LIMAHA  (BGY. 14),6719,AGUSAN DEL NORTE,0
14,CARAGA,REGION XIII,66,AGUSAN DEL NORTE,1294,BUTUAN CITY,34204,MAHOGANY  (BGY. 21),5111,AGUSAN DEL NORTE,0
14,CARAGA,REGION XIII,66,AGUSAN DEL NORTE,1294,BUTUAN CITY,34208,MAON  (BGY. 1),4956,AGUSAN DEL NORTE,0
14,CARAGA,REGION XIII,66,AGUSAN DEL NORTE,1294,BUTUAN CITY,34197,LEON KILAT  (BGY. 13),137,AGUSAN DEL NORTE,0
14,CARAGA,REGION XIII,66,AGUSAN DEL NORTE,1294,BUTUAN CITY,34186,DIEGO SILANG  (BGY. 6),1246,AGUSAN DEL NORTE,0
14,CARAGA,REGION XIII,66,AGUSAN DEL NORTE,1294,BUTUAN CITY,34168,BADING  (BGY. 22),5384,AGUSAN DEL NORTE,0
14,CARAGA,REGION XIII,66,AGUSAN DEL NORTE,1294,BUTUAN CITY,34173,BAYANIHAN  (BGY. 27),4242,AGUSAN DEL NORTE,0
14,CARAGA,REGION XIII,66,AGUSAN DEL NORTE,1294,BUTUAN CITY,34185,IMADEJAS  (BGY. 24),1788,AGUSAN DEL NORTE,0
14,CARAGA,REGION XIII,66,AGUSAN DEL NORTE,1294,BUTUAN CITY,34183,BAAN RIVERSIDE  (BGY. 20),5611,AGUSAN DEL NORTE,0
14,CARAGA,REGION XIII,66,AGUSAN DEL NORTE,1294,BUTUAN CITY,34180,BUHANGIN  (BGY. 19),4606,AGUSAN DEL NORTE,0
14,CARAGA,REGION XIII,67,AGUSAN DEL SUR,1312,SAN FRANCISCO,45285,CAMPO,0,AGUSAN DEL SUR,0
14,CARAGA,REGION XIII,67,AGUSAN DEL SUR,1312,SAN FRANCISCO,45174,WESTERN POBLACION,0,AGUSAN DEL SUR,0
14,CARAGA,REGION XIII,67,AGUSAN DEL SUR,1312,SAN FRANCISCO,44118,SANTIAGO,0,AGUSAN DEL SUR,0
14,CARAGA,REGION XIII,67,AGUSAN DEL SUR,1310,PROSPERIDAD,34521,POBLACION (BAHBAH),12180,AGUSAN DEL SUR,0
14,CARAGA,REGION XIII,67,AGUSAN DEL SUR,1309,LORETO,34516,SANTO NI_O,1221,AGUSAN DEL SUR,0
14,CARAGA,REGION XIII,67,AGUSAN DEL SUR,1313,SAN LUIS,34612,DO_A MAXIMA,1522,AGUSAN DEL SUR,0
14,CARAGA,REGION XIII,67,AGUSAN DEL SUR,1313,SAN LUIS,34601,DO_A FLAVIA,2529,AGUSAN DEL SUR,0
14,CARAGA,REGION XIII,67,AGUSAN DEL SUR,1315,TALACOGON,34639,BATUCAN,1897,AGUSAN DEL SUR,0
14,CARAGA,REGION XIII,67,AGUSAN DEL SUR,1305,BAYUGAN CITY,34425,SANTO NI_O,1643,AGUSAN DEL SUR,0
14,CARAGA,REGION XIII,67,AGUSAN DEL SUR,1305,BAYUGAN CITY,34395,OSME_A,1573,AGUSAN DEL SUR,0
14,CARAGA,REGION XIII,67,AGUSAN DEL SUR,1307,ESPERANZA,43521,ALA,0,AGUSAN DEL SUR,0
14,CARAGA,REGION XIII,67,AGUSAN DEL SUR,1307,ESPERANZA,43528,VILLAMOR,0,AGUSAN DEL SUR,0
14,CARAGA,REGION XIII,67,AGUSAN DEL SUR,1307,ESPERANZA,43700,MARGUES,0,AGUSAN DEL SUR,0
14,CARAGA,REGION XIII,67,AGUSAN DEL SUR,1307,ESPERANZA,43885,PAMANTINGAN,0,AGUSAN DEL SUR,0
14,CARAGA,REGION XIII,67,AGUSAN DEL SUR,1308,LA PAZ,34490,"OSME_A, SR.",1553,AGUSAN DEL SUR,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,758,NEW WASHINGTON,43281,LAWAAN,0,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,750,KALIBO (CAPITAL),45253,ONGOL ILAYA,0,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,750,KALIBO (CAPITAL),45252,MABILO,0,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,750,KALIBO (CAPITAL),45242,ESTANCIA,0,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,750,KALIBO (CAPITAL),44344,TIGAYON,0,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,750,KALIBO (CAPITAL),20222,ANDAGAW,2688,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,750,KALIBO (CAPITAL),20223,BACHAW NORTE,1246,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,750,KALIBO (CAPITAL),20224,BACHAW SUR,9231,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,750,KALIBO (CAPITAL),20225,BRIONES,2420,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,750,KALIBO (CAPITAL),20226,BUSWANG NEW,1488,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,750,KALIBO (CAPITAL),20227,BUSWANG OLD,8672,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,750,KALIBO (CAPITAL),20228,CAANO,4058,AKLAN,0
